opportunity_id,account_id,created_date,expected_close_date,sales_rep,region,industry,segment,lead_source,stage,amount,probability,sales_cycle_days,weighted_pipeline
OPP-234379,ACC-13658,2024-02-04,2024-02-28,Rep 22,West,Real Estate,Mid-Market,Inbound,Demo,32000,0.38,24,12160.0
OPP-234380,ACC-12128,2023-07-31,2023-09-08,Rep 16,Northeast,Logistics,SMB,Inbound,Closed Won,4500,1.0,39,4500.0
OPP-234381,ACC-10526,2025-03-17,2025-05-12,Rep 26,West,Finance,Enterprise,Outbound,Proposal,65500,0.56,56,36680.0
OPP-234382,ACC-11281,2023-08-18,2023-09-27,Rep 16,Northeast,Education,Mid-Market,Inbound,Proposal,159800,0.56,40,89488.0
OPP-234383,ACC-14414,2025-06-01,2025-08-05,Rep 2,Southeast,Software,Mid-Market,Event,Closed Won,17900,1.0,65,17900.0
OPP-234384,ACC-12867,2023-04-05,2023-06-29,Rep 37,Northeast,Retail,Mid-Market,Inbound,Closed Lost,15400,0.0,85,0.0
OPP-234385,ACC-14630,2024-10-30,2025-01-16,Rep 40,Southwest,Education,Mid-Market,Inbound,Demo,236800,0.38,78,89984.0
OPP-234386,ACC-14663,2024-03-13,2024-06-05,Rep 24,Northeast,Real Estate,Enterprise,Inbound,Proposal,109400,0.56,84,61264.0
OPP-234387,ACC-14199,2024-03-25,2024-04-15,Rep 12,Southeast,Healthcare,SMB,Inbound,Demo,10100,0.38,21,3838.0
OPP-234388,ACC-11578,2023-11-05,2023-12-10,Rep 27,West,Manufacturing,SMB,Referral,Lead,14600,0.08,35,1168.0
OPP-234389,ACC-14962,2025-02-03,2025-03-15,Rep 30,Southeast,Retail,SMB,Outbound,Closed Lost,19800,0.0,40,0.0
OPP-234390,ACC-12678,2023-10-14,2023-11-04,Rep 25,Midwest,Software,SMB,Inbound,Demo,13100,0.38,21,4978.0
OPP-234391,ACC-12661,2024-06-26,2024-08-29,Rep 33,Southeast,Retail,Mid-Market,Outbound,Closed Won,14400,1.0,64,14400.0
OPP-234392,ACC-15894,2024-01-09,2024-04-05,Rep 3,West,Manufacturing,Mid-Market,Referral,Proposal,14600,0.56,87,8176.0
OPP-234393,ACC-15507,2025-01-06,2025-04-18,Rep 7,Northeast,Real Estate,Enterprise,Inbound,Lead,83400,0.08,102,6672.0
OPP-234394,ACC-13172,2024-03-20,2024-05-24,Rep 12,Southeast,Healthcare,SMB,Partner,Demo,3500,0.38,65,1330.0
OPP-234395,ACC-10943,2024-10-30,2025-01-07,Rep 27,Southeast,Retail,Mid-Market,Outbound,Negotiation,121900,0.72,69,87768.0
OPP-234396,ACC-14377,2023-03-10,2023-05-29,Rep 18,Northeast,Logistics,SMB,Event,Proposal,6900,0.56,80,3864.0
OPP-234397,ACC-13698,2025-03-24,2025-06-08,Rep 33,Southeast,Software,Enterprise,Event,Closed Won,243100,1.0,76,243100.0
OPP-234398,ACC-13701,2023-04-26,2023-05-17,Rep 21,Midwest,Manufacturing,Mid-Market,Inbound,Proposal,63900,0.56,21,35784.0
OPP-234399,ACC-13084,2023-05-19,2023-06-14,Rep 8,West,Retail,SMB,Partner,Qualified,3600,0.22,26,792.0
OPP-234400,ACC-15071,2023-09-13,2023-11-01,Rep 34,Midwest,Manufacturing,Mid-Market,Partner,Closed Won,46900,1.0,49,46900.0
OPP-234401,ACC-12575,2023-02-21,2023-03-07,Rep 12,Southwest,Education,SMB,Partner,Qualified,10000,0.22,14,2200.0
OPP-234402,ACC-11681,2023-07-01,2023-09-08,Rep 22,Northeast,Finance,Mid-Market,Referral,Demo,41500,0.38,69,15770.0
OPP-234403,ACC-10765,2025-06-08,2025-08-02,Rep 42,Midwest,Logistics,Mid-Market,Partner,Demo,112800,0.38,55,42864.0
OPP-234404,ACC-11094,2023-03-14,2023-05-06,Rep 32,West,Retail,Enterprise,Outbound,Proposal,79300,0.56,53,44408.0
OPP-234405,ACC-15329,2024-01-01,2024-01-28,Rep 4,Midwest,Healthcare,SMB,Inbound,Proposal,14100,0.56,27,7896.0
OPP-234406,ACC-11846,2024-09-20,2024-10-05,Rep 18,Southwest,Software,SMB,Paid Search,Lead,8900,0.08,15,712.0
OPP-234407,ACC-15374,2023-07-03,2023-08-24,Rep 9,Southwest,Finance,SMB,Outbound,Closed Won,7800,1.0,52,7800.0
OPP-234408,ACC-12050,2023-03-25,2023-05-14,Rep 22,Southwest,Education,Mid-Market,Inbound,Demo,26600,0.38,50,10108.0
OPP-234409,ACC-15279,2025-05-22,2025-07-16,Rep 1,Midwest,Manufacturing,SMB,Inbound,Demo,3000,0.38,55,1140.0
OPP-234410,ACC-15116,2023-12-12,2024-03-24,Rep 32,Midwest,Logistics,Enterprise,Outbound,Demo,320200,0.38,103,121676.0
OPP-234411,ACC-14596,2023-09-17,2023-10-04,Rep 18,Northeast,Finance,SMB,Referral,Proposal,9000,0.56,17,5040.0
OPP-234412,ACC-10455,2023-12-10,2024-02-09,Rep 22,Northeast,Software,Mid-Market,Partner,Demo,11700,0.38,61,4446.0
OPP-234413,ACC-13106,2023-01-17,2023-03-20,Rep 4,Southeast,Software,Mid-Market,Inbound,Closed Won,13600,1.0,62,13600.0
OPP-234414,ACC-11516,2024-09-27,2024-11-12,Rep 35,West,Healthcare,SMB,Outbound,Closed Lost,10300,0.0,46,0.0
OPP-234415,ACC-15627,2024-01-22,2024-01-25,Rep 7,Southeast,Retail,SMB,Paid Search,Qualified,26100,0.22,3,5742.0
OPP-234416,ACC-13248,2025-03-19,2025-04-22,Rep 39,Southwest,Retail,SMB,Outbound,Proposal,4100,0.56,34,2296.0
OPP-234417,ACC-10538,2023-03-07,2023-07-11,Rep 36,West,Education,Enterprise,Partner,Proposal,124400,0.56,126,69664.0
OPP-234418,ACC-15477,2024-07-19,2024-09-17,Rep 3,Midwest,Finance,Enterprise,Inbound,Qualified,76600,0.22,60,16852.0
OPP-234419,ACC-10661,2025-06-08,2025-07-12,Rep 9,Northeast,Finance,SMB,Paid Search,Qualified,19700,0.22,34,4334.0
OPP-234420,ACC-15315,2023-11-18,2024-01-03,Rep 18,Southeast,Manufacturing,Mid-Market,Paid Search,Demo,20700,0.38,46,7866.0
OPP-234421,ACC-11600,2023-01-24,2023-02-18,Rep 22,Southwest,Real Estate,Mid-Market,Outbound,Demo,52500,0.38,25,19950.0
OPP-234422,ACC-14700,2024-04-14,2024-07-23,Rep 30,Midwest,Retail,Enterprise,Inbound,Lead,205600,0.08,100,16448.0
OPP-234423,ACC-11544,2025-04-09,2025-05-31,Rep 31,Northeast,Real Estate,SMB,Outbound,Closed Lost,9900,0.0,52,0.0
OPP-234424,ACC-13979,2024-11-14,2025-02-25,Rep 40,Southwest,Healthcare,Mid-Market,Referral,Qualified,15200,0.22,103,3344.0
OPP-234425,ACC-11545,2023-01-01,2023-03-05,Rep 21,Northeast,Education,SMB,Event,Demo,14100,0.38,63,5358.0
OPP-234426,ACC-10894,2023-11-28,2023-12-22,Rep 20,Southwest,Software,SMB,Inbound,Demo,22000,0.38,24,8360.0
OPP-234427,ACC-13888,2024-09-17,2024-12-07,Rep 26,Midwest,Retail,Mid-Market,Inbound,Demo,47800,0.38,81,18164.0
OPP-234428,ACC-11950,2023-02-02,2023-04-28,Rep 8,Southeast,Logistics,Mid-Market,Inbound,Negotiation,24000,0.72,85,17280.0
OPP-234429,ACC-10714,2023-11-21,2024-02-02,Rep 21,West,Real Estate,Mid-Market,Paid Search,Demo,120400,0.38,73,45752.0
OPP-234430,ACC-11665,2024-08-18,2024-09-20,Rep 33,Southwest,Healthcare,SMB,Referral,Closed Won,25100,1.0,33,25100.0
OPP-234431,ACC-13805,2024-08-15,2024-09-26,Rep 11,Midwest,Software,Mid-Market,Inbound,Negotiation,23800,0.72,42,17136.0
OPP-234432,ACC-12818,2024-05-22,2024-07-01,Rep 3,Southwest,Retail,SMB,Inbound,Closed Won,28600,1.0,40,28600.0
OPP-234433,ACC-11447,2023-12-31,2024-01-30,Rep 36,Southeast,Finance,SMB,Paid Search,Qualified,4600,0.22,30,1012.0
OPP-234434,ACC-10753,2024-07-24,2024-08-26,Rep 32,Midwest,Retail,Mid-Market,Outbound,Lead,91200,0.08,33,7296.0
OPP-234435,ACC-10463,2023-09-26,2023-11-10,Rep 16,Midwest,Finance,Mid-Market,Referral,Closed Won,171500,1.0,45,171500.0
OPP-234436,ACC-10865,2023-08-23,2023-11-11,Rep 13,Southeast,Real Estate,SMB,Inbound,Demo,7800,0.38,80,2964.0
OPP-234437,ACC-14775,2024-01-08,2024-03-14,Rep 27,Southwest,Logistics,Mid-Market,Event,Demo,20100,0.38,66,7638.0
OPP-234438,ACC-11900,2023-11-22,2024-01-24,Rep 24,Midwest,Healthcare,Mid-Market,Inbound,Closed Won,49100,1.0,63,49100.0
OPP-234439,ACC-10438,2024-08-11,2024-09-11,Rep 19,Southwest,Real Estate,SMB,Outbound,Negotiation,10800,0.72,31,7776.0
OPP-234440,ACC-13435,2024-10-22,2025-01-26,Rep 33,Northeast,Finance,Enterprise,Outbound,Qualified,266100,0.22,96,58542.0
OPP-234441,ACC-11438,2024-07-05,2024-10-24,Rep 18,Southeast,Manufacturing,Enterprise,Partner,Demo,82500,0.38,111,31350.0
OPP-234442,ACC-13594,2024-05-12,2024-05-15,Rep 23,Southeast,Logistics,SMB,Referral,Proposal,9500,0.56,3,5320.0
OPP-234443,ACC-12622,2023-12-06,2024-03-10,Rep 24,West,Real Estate,Enterprise,Paid Search,Closed Lost,139400,0.0,95,0.0
OPP-234444,ACC-10552,2025-02-03,2025-03-03,Rep 17,West,Finance,Mid-Market,Paid Search,Demo,41200,0.38,28,15656.0
OPP-234445,ACC-11305,2023-04-10,2023-06-11,Rep 16,Southwest,Real Estate,SMB,Referral,Proposal,10500,0.56,62,5880.0
OPP-234446,ACC-15223,2025-01-06,2025-03-06,Rep 12,Southwest,Retail,SMB,Paid Search,Lead,3700,0.08,59,296.0
OPP-234447,ACC-14067,2025-05-15,2025-07-10,Rep 25,West,Logistics,Mid-Market,Inbound,Demo,77200,0.38,56,29336.0
OPP-234448,ACC-14862,2025-04-18,2025-05-20,Rep 2,Northeast,Education,SMB,Partner,Proposal,4500,0.56,32,2520.0
OPP-234449,ACC-11128,2025-04-26,2025-05-23,Rep 19,West,Education,SMB,Paid Search,Closed Won,4700,1.0,27,4700.0
OPP-234450,ACC-12088,2025-04-23,2025-06-18,Rep 39,Northeast,Retail,Enterprise,Paid Search,Closed Lost,206600,0.0,56,0.0
OPP-234451,ACC-13144,2025-05-05,2025-08-28,Rep 19,Southeast,Finance,Enterprise,Inbound,Closed Lost,148400,0.0,115,0.0
OPP-234452,ACC-11674,2023-08-22,2023-09-16,Rep 21,Southwest,Education,Mid-Market,Outbound,Qualified,33400,0.22,25,7348.0
OPP-234453,ACC-15763,2023-06-07,2023-06-14,Rep 40,Southwest,Education,SMB,Outbound,Closed Lost,26300,0.0,7,0.0
OPP-234454,ACC-15281,2023-06-01,2023-06-25,Rep 16,Midwest,Healthcare,SMB,Inbound,Closed Lost,24100,0.0,24,0.0
OPP-234455,ACC-11382,2023-03-01,2023-03-04,Rep 42,Midwest,Healthcare,SMB,Paid Search,Closed Lost,21900,0.0,3,0.0
OPP-234456,ACC-11237,2023-11-23,2023-12-06,Rep 26,Midwest,Logistics,SMB,Partner,Closed Lost,6200,0.0,13,0.0
OPP-234457,ACC-14879,2023-03-09,2023-03-22,Rep 41,Southeast,Retail,SMB,Inbound,Negotiation,13700,0.72,13,9864.0
OPP-234458,ACC-13519,2024-12-16,2025-03-05,Rep 7,Southeast,Real Estate,Mid-Market,Outbound,Negotiation,54700,0.72,79,39384.0
OPP-234459,ACC-12832,2023-12-27,2024-01-31,Rep 12,Midwest,Software,SMB,Event,Proposal,13600,0.56,35,7616.0
OPP-234460,ACC-10504,2024-05-14,2024-09-03,Rep 10,Northeast,Software,Enterprise,Outbound,Closed Won,46800,1.0,112,46800.0
OPP-234461,ACC-11374,2024-05-13,2024-06-08,Rep 29,Southeast,Software,SMB,Inbound,Proposal,8000,0.56,26,4480.0
OPP-234462,ACC-11273,2023-08-04,2023-09-20,Rep 34,Southwest,Finance,Mid-Market,Outbound,Closed Lost,17700,0.0,47,0.0
OPP-234463,ACC-10351,2023-06-27,2023-08-16,Rep 1,Midwest,Real Estate,SMB,Outbound,Closed Won,8700,1.0,50,8700.0
OPP-234464,ACC-12295,2023-05-29,2023-08-07,Rep 26,Southwest,Finance,Enterprise,Outbound,Closed Lost,146800,0.0,70,0.0
OPP-234465,ACC-12625,2025-05-17,2025-07-11,Rep 17,Southwest,Healthcare,SMB,Partner,Lead,6400,0.08,55,512.0
OPP-234466,ACC-10217,2023-01-28,2023-03-20,Rep 30,Southeast,Education,SMB,Referral,Closed Won,22800,1.0,51,22800.0
OPP-234467,ACC-11598,2025-04-19,2025-05-28,Rep 27,West,Healthcare,Mid-Market,Referral,Demo,10100,0.38,39,3838.0
OPP-234468,ACC-14860,2025-05-22,2025-07-27,Rep 23,Southwest,Logistics,Enterprise,Inbound,Closed Won,163200,1.0,66,163200.0
OPP-234469,ACC-11119,2025-01-21,2025-03-26,Rep 23,Southwest,Manufacturing,Mid-Market,Event,Qualified,68500,0.22,64,15070.0
OPP-234470,ACC-12534,2025-06-12,2025-08-25,Rep 35,Northeast,Finance,Mid-Market,Paid Search,Demo,75500,0.38,74,28690.0
OPP-234471,ACC-11796,2025-02-22,2025-04-18,Rep 3,Northeast,Manufacturing,Enterprise,Outbound,Closed Won,179400,1.0,55,179400.0
OPP-234472,ACC-14871,2023-08-25,2023-10-15,Rep 40,Northeast,Software,SMB,Outbound,Proposal,10000,0.56,51,5600.0
OPP-234473,ACC-14001,2024-06-24,2024-07-21,Rep 22,West,Finance,SMB,Event,Proposal,10300,0.56,27,5768.0
OPP-234474,ACC-11080,2024-12-18,2025-01-08,Rep 33,Northeast,Healthcare,SMB,Partner,Qualified,4100,0.22,21,902.0
OPP-234475,ACC-14661,2024-12-11,2025-01-17,Rep 29,Northeast,Real Estate,Mid-Market,Referral,Closed Lost,47000,0.0,37,0.0
OPP-234476,ACC-14980,2023-06-20,2023-08-23,Rep 42,Midwest,Software,Mid-Market,Event,Proposal,18000,0.56,64,10080.0
OPP-234477,ACC-10529,2023-01-10,2023-01-26,Rep 4,Southwest,Education,Mid-Market,Partner,Lead,49900,0.08,16,3992.0
OPP-234478,ACC-15357,2023-01-16,2023-05-12,Rep 1,Southeast,Retail,Enterprise,Outbound,Closed Won,216000,1.0,116,216000.0
OPP-234479,ACC-11440,2025-06-16,2025-08-11,Rep 12,Southwest,Logistics,Mid-Market,Paid Search,Negotiation,25600,0.72,56,18432.0
OPP-234480,ACC-10981,2023-07-28,2023-08-22,Rep 19,Northeast,Manufacturing,Mid-Market,Inbound,Closed Won,21300,1.0,25,21300.0
OPP-234481,ACC-14043,2023-04-01,2023-05-02,Rep 19,Southwest,Manufacturing,Mid-Market,Inbound,Qualified,23000,0.22,31,5060.0
OPP-234482,ACC-11489,2023-07-30,2023-09-11,Rep 10,Midwest,Education,SMB,Event,Demo,12200,0.38,43,4636.0
OPP-234483,ACC-13070,2023-07-25,2023-12-07,Rep 23,Northeast,Manufacturing,Enterprise,Partner,Demo,405200,0.38,135,153976.0
OPP-234484,ACC-10640,2023-08-08,2023-09-14,Rep 24,Northeast,Finance,Mid-Market,Inbound,Qualified,48900,0.22,37,10758.0
OPP-234485,ACC-15778,2023-12-28,2024-03-28,Rep 41,West,Real Estate,Mid-Market,Partner,Negotiation,25400,0.72,91,18288.0
OPP-234486,ACC-15153,2024-03-29,2024-04-01,Rep 24,Midwest,Logistics,SMB,Outbound,Proposal,4400,0.56,3,2464.0
OPP-234487,ACC-10188,2023-12-29,2024-03-05,Rep 7,Midwest,Software,Mid-Market,Outbound,Negotiation,49800,0.72,67,35856.0
OPP-234488,ACC-10483,2023-10-25,2023-12-05,Rep 9,West,Education,SMB,Inbound,Proposal,10500,0.56,41,5880.0
OPP-234489,ACC-15170,2025-01-02,2025-04-13,Rep 2,West,Education,Enterprise,Referral,Lead,162000,0.08,101,12960.0
OPP-234490,ACC-13647,2025-03-12,2025-05-15,Rep 15,Southeast,Education,Mid-Market,Inbound,Lead,30700,0.08,64,2456.0
OPP-234491,ACC-15028,2023-09-05,2023-09-29,Rep 35,Midwest,Healthcare,SMB,Partner,Demo,16400,0.38,24,6232.0
OPP-234492,ACC-13293,2023-08-29,2023-11-12,Rep 15,Southeast,Manufacturing,Enterprise,Paid Search,Proposal,79700,0.56,75,44632.0
OPP-234493,ACC-13434,2024-05-10,2024-07-17,Rep 39,Southwest,Education,Mid-Market,Event,Proposal,43700,0.56,68,24472.0
OPP-234494,ACC-10764,2023-01-14,2023-02-26,Rep 33,West,Healthcare,SMB,Outbound,Closed Won,15700,1.0,43,15700.0
OPP-234495,ACC-11694,2025-03-11,2025-03-14,Rep 18,West,Finance,SMB,Partner,Closed Won,9500,1.0,3,9500.0
OPP-234496,ACC-14084,2024-01-24,2024-02-08,Rep 1,West,Manufacturing,SMB,Referral,Closed Won,8300,1.0,15,8300.0
OPP-234497,ACC-14073,2024-08-22,2024-09-24,Rep 16,Midwest,Software,SMB,Outbound,Demo,12200,0.38,33,4636.0
OPP-234498,ACC-13736,2025-01-15,2025-03-17,Rep 27,Southwest,Real Estate,Mid-Market,Inbound,Qualified,58300,0.22,61,12826.0
OPP-234499,ACC-12014,2025-02-04,2025-04-22,Rep 29,Southeast,Healthcare,Mid-Market,Event,Proposal,63000,0.56,77,35280.0
OPP-234500,ACC-15723,2023-11-18,2023-12-15,Rep 33,Northeast,Finance,SMB,Partner,Closed Won,9600,1.0,27,9600.0
OPP-234501,ACC-13903,2024-11-26,2024-12-26,Rep 19,Northeast,Manufacturing,SMB,Referral,Demo,21200,0.38,30,8056.0
OPP-234502,ACC-11372,2023-11-24,2024-01-23,Rep 32,Midwest,Logistics,Enterprise,Outbound,Closed Lost,138700,0.0,60,0.0
OPP-234503,ACC-13081,2025-05-30,2025-08-20,Rep 28,Midwest,Real Estate,Mid-Market,Outbound,Closed Won,12600,1.0,82,12600.0
OPP-234504,ACC-13267,2024-08-16,2024-10-10,Rep 20,Northeast,Healthcare,Mid-Market,Paid Search,Proposal,12800,0.56,55,7168.0
OPP-234505,ACC-14726,2023-03-25,2023-03-28,Rep 21,Midwest,Healthcare,SMB,Inbound,Closed Won,17100,1.0,3,17100.0
OPP-234506,ACC-14461,2024-07-14,2024-08-12,Rep 27,Southeast,Retail,SMB,Outbound,Proposal,10900,0.56,29,6104.0
OPP-234507,ACC-14428,2025-05-30,2025-08-31,Rep 30,Northeast,Logistics,Mid-Market,Paid Search,Proposal,32300,0.56,93,18088.0
OPP-234508,ACC-10497,2024-11-03,2024-12-03,Rep 27,Midwest,Education,SMB,Paid Search,Demo,6500,0.38,30,2470.0
OPP-234509,ACC-10862,2025-03-24,2025-04-19,Rep 23,Southeast,Manufacturing,SMB,Inbound,Demo,5100,0.38,26,1938.0
OPP-234510,ACC-14374,2023-04-21,2023-05-19,Rep 7,Southeast,Retail,SMB,Outbound,Demo,12000,0.38,28,4560.0
OPP-234511,ACC-15130,2024-10-03,2024-10-28,Rep 6,West,Real Estate,Mid-Market,Outbound,Lead,88100,0.08,25,7048.0
OPP-234512,ACC-15368,2024-10-10,2024-10-13,Rep 32,Southwest,Real Estate,SMB,Referral,Lead,6800,0.08,3,544.0
OPP-234513,ACC-14088,2023-03-20,2023-05-18,Rep 7,Midwest,Retail,SMB,Partner,Closed Lost,2600,0.0,59,0.0
OPP-234514,ACC-12813,2024-07-15,2024-10-14,Rep 6,Southwest,Retail,Mid-Market,Partner,Proposal,72000,0.56,91,40320.0
OPP-234515,ACC-10778,2023-06-26,2023-10-16,Rep 39,Southwest,Healthcare,Enterprise,Referral,Negotiation,245800,0.72,112,176976.0
OPP-234516,ACC-10505,2024-06-03,2024-07-10,Rep 32,Midwest,Healthcare,SMB,Outbound,Proposal,19600,0.56,37,10976.0
OPP-234517,ACC-15901,2023-03-12,2023-03-19,Rep 25,West,Retail,SMB,Inbound,Negotiation,6200,0.72,7,4464.0
OPP-234518,ACC-14417,2024-09-08,2024-09-11,Rep 18,Northeast,Finance,SMB,Event,Lead,5800,0.08,3,464.0
OPP-234519,ACC-10230,2024-01-04,2024-02-01,Rep 22,Northeast,Logistics,SMB,Outbound,Lead,10400,0.08,28,832.0
OPP-234520,ACC-14310,2024-01-05,2024-01-08,Rep 18,Southeast,Manufacturing,SMB,Outbound,Demo,6900,0.38,3,2622.0
OPP-234521,ACC-12302,2024-06-28,2024-07-07,Rep 7,Southwest,Real Estate,SMB,Paid Search,Demo,27600,0.38,9,10488.0
OPP-234522,ACC-13255,2025-05-10,2025-05-26,Rep 9,West,Education,SMB,Inbound,Closed Won,27800,1.0,16,27800.0
OPP-234523,ACC-11760,2024-12-13,2024-12-28,Rep 19,West,Real Estate,Mid-Market,Outbound,Demo,15300,0.38,15,5814.0
OPP-234524,ACC-11609,2023-10-17,2023-11-02,Rep 16,Southeast,Manufacturing,SMB,Referral,Proposal,6600,0.56,16,3696.0
OPP-234525,ACC-13820,2023-05-24,2023-08-25,Rep 11,Southwest,Finance,Mid-Market,Outbound,Closed Lost,21600,0.0,93,0.0
OPP-234526,ACC-15098,2023-06-19,2023-08-17,Rep 2,Midwest,Manufacturing,Enterprise,Outbound,Closed Won,61000,1.0,59,61000.0
OPP-234527,ACC-14541,2024-12-18,2025-02-13,Rep 41,Midwest,Healthcare,Mid-Market,Inbound,Lead,35300,0.08,57,2824.0
OPP-234528,ACC-12129,2024-10-28,2025-01-09,Rep 34,Southwest,Real Estate,Mid-Market,Outbound,Negotiation,42600,0.72,73,30672.0
OPP-234529,ACC-14086,2024-05-13,2024-06-05,Rep 29,Southeast,Retail,SMB,Partner,Negotiation,5900,0.72,23,4248.0
OPP-234530,ACC-12775,2024-11-16,2024-12-25,Rep 23,Southwest,Manufacturing,SMB,Inbound,Demo,12300,0.38,39,4674.0
OPP-234531,ACC-12038,2023-10-26,2023-11-05,Rep 26,Midwest,Logistics,SMB,Event,Negotiation,8200,0.72,10,5904.0
OPP-234532,ACC-12271,2024-11-12,2025-02-24,Rep 9,Northeast,Manufacturing,Enterprise,Inbound,Demo,42200,0.38,104,16036.0
OPP-234533,ACC-12124,2024-08-19,2024-08-31,Rep 25,Midwest,Finance,SMB,Partner,Lead,1300,0.08,12,104.0
OPP-234534,ACC-15444,2024-09-01,2024-09-29,Rep 14,West,Manufacturing,Mid-Market,Inbound,Demo,17400,0.38,28,6612.0
OPP-234535,ACC-15649,2025-04-17,2025-04-29,Rep 19,Southeast,Logistics,SMB,Partner,Closed Won,18700,1.0,12,18700.0
OPP-234536,ACC-12276,2024-04-05,2024-05-16,Rep 12,Northeast,Finance,SMB,Outbound,Closed Won,51300,1.0,41,51300.0
OPP-234537,ACC-10964,2023-04-06,2023-05-19,Rep 22,Southeast,Real Estate,Mid-Market,Event,Closed Lost,149200,0.0,43,0.0
OPP-234538,ACC-10023,2025-03-16,2025-05-03,Rep 2,Midwest,Finance,Mid-Market,Outbound,Negotiation,14900,0.72,48,10728.0
OPP-234539,ACC-10606,2024-06-26,2024-08-13,Rep 18,Northeast,Real Estate,Mid-Market,Partner,Proposal,76400,0.56,48,42784.0
OPP-234540,ACC-13161,2023-06-01,2023-06-16,Rep 8,Southeast,Education,SMB,Partner,Closed Lost,6600,0.0,15,0.0
OPP-234541,ACC-10057,2023-09-17,2023-11-02,Rep 23,Southwest,Finance,Mid-Market,Event,Proposal,72100,0.56,46,40376.0
OPP-234542,ACC-11950,2023-03-15,2023-04-24,Rep 4,Southeast,Logistics,Mid-Market,Event,Proposal,18500,0.56,40,10360.0
OPP-234543,ACC-13599,2025-03-01,2025-05-30,Rep 3,West,Education,Mid-Market,Referral,Qualified,153900,0.22,90,33858.0
OPP-234544,ACC-10123,2024-09-05,2024-10-09,Rep 32,Southeast,Real Estate,SMB,Inbound,Qualified,7000,0.22,34,1540.0
OPP-234545,ACC-10801,2025-01-13,2025-04-20,Rep 14,Northeast,Retail,Enterprise,Referral,Closed Won,324100,1.0,97,324100.0
OPP-234546,ACC-15167,2023-11-29,2023-12-31,Rep 12,Midwest,Real Estate,SMB,Partner,Negotiation,6100,0.72,32,4392.0
OPP-234547,ACC-14423,2023-01-15,2023-04-03,Rep 3,Northeast,Healthcare,Mid-Market,Inbound,Demo,47700,0.38,78,18126.0
OPP-234548,ACC-12996,2023-02-06,2023-05-13,Rep 25,Southwest,Logistics,Enterprise,Paid Search,Closed Won,116100,1.0,96,116100.0
OPP-234549,ACC-10285,2023-07-18,2023-11-04,Rep 13,West,Retail,Enterprise,Partner,Demo,182900,0.38,109,69502.0
OPP-234550,ACC-10320,2023-09-07,2023-10-17,Rep 36,Northeast,Retail,Mid-Market,Event,Qualified,34300,0.22,40,7546.0
OPP-234551,ACC-11796,2024-11-06,2025-01-11,Rep 35,Northeast,Manufacturing,Enterprise,Paid Search,Demo,109500,0.38,66,41610.0
OPP-234552,ACC-14330,2024-04-25,2024-08-06,Rep 1,West,Finance,Mid-Market,Inbound,Demo,10800,0.38,103,4104.0
OPP-234553,ACC-15510,2023-02-28,2023-05-11,Rep 3,Northeast,Real Estate,Mid-Market,Inbound,Qualified,43700,0.22,72,9614.0
OPP-234554,ACC-10781,2024-05-16,2024-09-16,Rep 38,Midwest,Real Estate,Enterprise,Event,Lead,394500,0.08,123,31560.0
OPP-234555,ACC-11065,2025-02-10,2025-03-12,Rep 4,Midwest,Manufacturing,SMB,Inbound,Proposal,4100,0.56,30,2296.0
OPP-234556,ACC-12864,2023-03-27,2023-04-16,Rep 14,Midwest,Real Estate,SMB,Outbound,Closed Won,5000,1.0,20,5000.0
OPP-234557,ACC-12505,2023-04-29,2023-08-15,Rep 40,Northeast,Logistics,Mid-Market,Event,Lead,112900,0.08,108,9032.0
OPP-234558,ACC-13121,2025-05-24,2025-07-28,Rep 36,Midwest,Software,Mid-Market,Outbound,Qualified,55300,0.22,65,12166.0
OPP-234559,ACC-14599,2024-01-19,2024-05-08,Rep 4,Northeast,Education,Enterprise,Outbound,Qualified,180000,0.22,110,39600.0
OPP-234560,ACC-15818,2023-10-15,2023-12-27,Rep 24,Northeast,Software,Mid-Market,Partner,Demo,87000,0.38,73,33060.0
OPP-234561,ACC-14720,2023-05-23,2023-08-12,Rep 2,Southwest,Real Estate,Enterprise,Inbound,Negotiation,72900,0.72,81,52488.0
OPP-234562,ACC-15663,2025-03-30,2025-04-10,Rep 23,West,Finance,SMB,Inbound,Proposal,1400,0.56,11,784.0
OPP-234563,ACC-14333,2024-12-05,2025-02-27,Rep 27,West,Real Estate,Enterprise,Inbound,Proposal,111800,0.56,84,62608.0
OPP-234564,ACC-15293,2023-04-11,2023-06-18,Rep 35,Northeast,Finance,Mid-Market,Paid Search,Closed Won,25200,1.0,68,25200.0
OPP-234565,ACC-14933,2024-04-18,2024-06-23,Rep 41,West,Healthcare,Mid-Market,Inbound,Closed Won,106400,1.0,66,106400.0
OPP-234566,ACC-13321,2024-11-21,2025-02-28,Rep 19,Southwest,Finance,Enterprise,Outbound,Lead,115700,0.08,99,9256.0
OPP-234567,ACC-12089,2025-05-28,2025-07-26,Rep 6,West,Healthcare,Mid-Market,Inbound,Closed Won,11400,1.0,59,11400.0
OPP-234568,ACC-11683,2024-07-11,2024-08-01,Rep 23,Northeast,Software,Mid-Market,Inbound,Negotiation,24000,0.72,21,17280.0
OPP-234569,ACC-11858,2025-03-03,2025-06-15,Rep 8,Northeast,Logistics,Mid-Market,Event,Qualified,39400,0.22,104,8668.0
OPP-234570,ACC-12078,2024-09-27,2024-10-11,Rep 23,Southwest,Healthcare,SMB,Event,Proposal,5600,0.56,14,3136.0
