activity_id,opportunity_id,activity_type,activity_date,status,owner
TASK-315776,OPP-223901,Email,2024-12-19,Open,Rep 30
TASK-315777,OPP-232184,Follow-up,2025-06-22,Completed,Rep 26
TASK-315778,OPP-210433,Demo,2025-01-25,Completed,Rep 22
TASK-315779,OPP-243443,Email,2024-11-15,Completed,Rep 14
TASK-315780,OPP-231675,Call,2024-07-10,Completed,Rep 12
TASK-315781,OPP-223303,Call,2024-06-16,Completed,Rep 27
TASK-315782,OPP-202669,Demo,2024-02-07,Completed,Rep 20
TASK-315783,OPP-217821,Email,2023-07-12,Completed,Rep 4
TASK-315784,OPP-228979,Email,2023-11-06,Completed,Rep 2
TASK-315785,OPP-222960,Email,2024-11-22,Open,Rep 19
TASK-315786,OPP-227857,Call,2023-04-02,Completed,Rep 25
TASK-315787,OPP-210089,Proposal Sent,2023-03-18,Completed,Rep 6
TASK-315788,OPP-243419,Contract Review,2025-05-19,Completed,Rep 42
TASK-315789,OPP-216170,Proposal Sent,2023-04-01,Completed,Rep 24
TASK-315790,OPP-236834,Call,2024-09-02,Blocked,Rep 30
TASK-315791,OPP-243831,Call,2023-05-10,Completed,Rep 17
TASK-315792,OPP-231713,Call,2024-09-09,Completed,Rep 40
TASK-315793,OPP-222960,Follow-up,2024-11-09,Completed,Rep 14
TASK-315794,OPP-220344,Contract Review,2023-12-04,Completed,Rep 32
TASK-315795,OPP-222524,Call,2024-06-02,Completed,Rep 14
TASK-315796,OPP-229805,Follow-up,2023-04-23,Open,Rep 21
TASK-315797,OPP-243288,Email,2024-01-23,Completed,Rep 12
TASK-315798,OPP-201822,Email,2024-08-20,Completed,Rep 22
TASK-315799,OPP-209732,Proposal Sent,2023-04-01,Completed,Rep 9
TASK-315800,OPP-245063,Email,2024-04-30,Completed,Rep 12
TASK-315801,OPP-232988,Email,2025-01-01,Completed,Rep 2
TASK-315802,OPP-230365,Email,2025-04-20,Completed,Rep 35
TASK-315803,OPP-237938,Contract Review,2025-03-03,Open,Rep 25
TASK-315804,OPP-222694,Call,2023-09-21,Completed,Rep 5
TASK-315805,OPP-218838,Email,2024-07-27,Completed,Rep 22
TASK-315806,OPP-234361,Proposal Sent,2023-08-26,Completed,Rep 30
TASK-315807,OPP-244349,Call,2023-01-26,Open,Rep 3
TASK-315808,OPP-234375,Email,2025-03-02,Open,Rep 42
TASK-315809,OPP-247182,Email,2024-10-18,Completed,Rep 16
TASK-315810,OPP-249238,Demo,2024-10-31,Completed,Rep 24
TASK-315811,OPP-216955,Email,2023-08-05,Completed,Rep 16
TASK-315812,OPP-232062,Proposal Sent,2023-02-16,Completed,Rep 27
TASK-315813,OPP-202377,Contract Review,2024-10-15,Open,Rep 8
TASK-315814,OPP-201761,Email,2024-05-01,Completed,Rep 40
TASK-315815,OPP-214407,Email,2023-10-28,Blocked,Rep 1
TASK-315816,OPP-246453,Follow-up,2023-08-03,Completed,Rep 15
TASK-315817,OPP-233067,Call,2025-01-06,Completed,Rep 25
TASK-315818,OPP-211298,Call,2023-02-04,Completed,Rep 15
TASK-315819,OPP-234505,Call,2023-03-27,Completed,Rep 14
TASK-315820,OPP-214576,Contract Review,2024-08-03,Completed,Rep 5
TASK-315821,OPP-225581,Email,2023-04-26,Completed,Rep 31
TASK-315822,OPP-231881,Email,2023-11-08,Completed,Rep 29
TASK-315823,OPP-217447,Email,2024-01-13,Completed,Rep 41
TASK-315824,OPP-233133,Email,2024-04-21,Completed,Rep 32
TASK-315825,OPP-249615,Demo,2023-01-24,Completed,Rep 23
TASK-315826,OPP-230434,Demo,2025-06-15,Completed,Rep 37
TASK-315827,OPP-247509,Call,2025-05-27,Completed,Rep 24
TASK-315828,OPP-223040,Email,2023-09-16,Blocked,Rep 32
TASK-315829,OPP-245322,Email,2023-07-02,Blocked,Rep 9
TASK-315830,OPP-202426,Follow-up,2023-05-03,Completed,Rep 1
TASK-315831,OPP-249893,Email,2025-02-16,Completed,Rep 42
TASK-315832,OPP-248306,Call,2025-05-07,Completed,Rep 10
TASK-315833,OPP-242096,Call,2023-10-14,Completed,Rep 35
TASK-315834,OPP-200041,Call,2025-03-30,Completed,Rep 41
TASK-315835,OPP-223996,Demo,2024-07-18,Open,Rep 1
TASK-315836,OPP-221741,Demo,2023-07-02,Completed,Rep 39
TASK-315837,OPP-230961,Call,2024-12-03,Completed,Rep 39
TASK-315838,OPP-219208,Call,2023-02-05,Blocked,Rep 28
TASK-315839,OPP-224603,Call,2024-09-30,Completed,Rep 31
TASK-315840,OPP-234230,Email,2023-03-06,Completed,Rep 24
TASK-315841,OPP-230947,Call,2024-02-01,Open,Rep 22
TASK-315842,OPP-201025,Email,2023-11-18,Completed,Rep 10
TASK-315843,OPP-231880,Email,2025-03-24,Completed,Rep 31
TASK-315844,OPP-218026,Email,2025-06-10,Completed,Rep 27
TASK-315845,OPP-215983,Email,2024-05-04,Completed,Rep 34
TASK-315846,OPP-236473,Call,2024-07-10,Completed,Rep 37
TASK-315847,OPP-207482,Email,2024-06-18,Completed,Rep 12
TASK-315848,OPP-230739,Demo,2024-06-21,Open,Rep 13
TASK-315849,OPP-239932,Demo,2024-07-28,Open,Rep 15
TASK-315850,OPP-241700,Follow-up,2024-05-18,Completed,Rep 4
TASK-315851,OPP-241228,Proposal Sent,2025-05-23,Completed,Rep 23
TASK-315852,OPP-242498,Demo,2023-01-26,Completed,Rep 39
TASK-315853,OPP-204189,Email,2023-02-02,Completed,Rep 36
TASK-315854,OPP-236929,Call,2025-04-26,Completed,Rep 28
TASK-315855,OPP-233096,Call,2023-08-11,Open,Rep 16
TASK-315856,OPP-230112,Demo,2024-04-24,Blocked,Rep 30
TASK-315857,OPP-225095,Email,2023-08-23,Open,Rep 5
TASK-315858,OPP-227190,Email,2023-11-09,Completed,Rep 23
TASK-315859,OPP-219089,Email,2023-05-01,Completed,Rep 33
TASK-315860,OPP-202294,Contract Review,2024-02-12,Completed,Rep 13
TASK-315861,OPP-203053,Follow-up,2023-04-17,Completed,Rep 40
TASK-315862,OPP-245925,Call,2025-05-03,Open,Rep 15
TASK-315863,OPP-217734,Follow-up,2024-06-13,Open,Rep 25
TASK-315864,OPP-231906,Call,2023-03-24,Completed,Rep 25
TASK-315865,OPP-238774,Call,2025-02-16,Completed,Rep 28
TASK-315866,OPP-225013,Email,2024-01-07,Open,Rep 35
TASK-315867,OPP-220768,Demo,2023-03-15,Completed,Rep 25
TASK-315868,OPP-235868,Follow-up,2024-09-26,Completed,Rep 17
TASK-315869,OPP-235663,Demo,2024-01-02,Completed,Rep 37
TASK-315870,OPP-218175,Demo,2023-06-22,Completed,Rep 19
TASK-315871,OPP-212635,Email,2024-10-23,Completed,Rep 13
TASK-315872,OPP-201995,Call,2025-03-25,Blocked,Rep 6
TASK-315873,OPP-238396,Proposal Sent,2025-01-03,Open,Rep 26
TASK-315874,OPP-249309,Proposal Sent,2023-10-29,Open,Rep 9
TASK-315875,OPP-206799,Call,2024-04-28,Completed,Rep 36
TASK-315876,OPP-238867,Email,2023-11-24,Completed,Rep 8
TASK-315877,OPP-221642,Email,2023-02-14,Completed,Rep 24
TASK-315878,OPP-243228,Email,2024-05-08,Completed,Rep 40
TASK-315879,OPP-227319,Contract Review,2025-03-13,Completed,Rep 39
TASK-315880,OPP-241097,Call,2025-02-17,Completed,Rep 39
TASK-315881,OPP-233442,Email,2025-02-25,Completed,Rep 41
TASK-315882,OPP-223007,Email,2023-08-18,Completed,Rep 31
TASK-315883,OPP-222420,Follow-up,2024-11-10,Completed,Rep 41
TASK-315884,OPP-237006,Email,2023-10-07,Completed,Rep 34
TASK-315885,OPP-234222,Proposal Sent,2024-04-27,Open,Rep 24
TASK-315886,OPP-205814,Demo,2025-01-21,Completed,Rep 28
TASK-315887,OPP-222351,Proposal Sent,2024-02-17,Blocked,Rep 34
TASK-315888,OPP-208603,Email,2024-03-27,Completed,Rep 32
TASK-315889,OPP-201883,Proposal Sent,2024-07-17,Completed,Rep 27
TASK-315890,OPP-236580,Follow-up,2024-06-02,Completed,Rep 22
TASK-315891,OPP-245087,Email,2024-11-17,Completed,Rep 12
TASK-315892,OPP-205262,Call,2023-03-16,Completed,Rep 34
TASK-315893,OPP-246937,Email,2025-04-15,Completed,Rep 28
TASK-315894,OPP-248537,Email,2025-02-28,Completed,Rep 35
TASK-315895,OPP-209886,Call,2023-03-04,Completed,Rep 37
TASK-315896,OPP-244388,Call,2025-03-25,Open,Rep 21
TASK-315897,OPP-217325,Call,2023-06-05,Completed,Rep 14
TASK-315898,OPP-237571,Call,2024-06-19,Completed,Rep 21
TASK-315899,OPP-212547,Demo,2023-06-24,Completed,Rep 26
TASK-315900,OPP-223607,Email,2025-04-26,Completed,Rep 20
TASK-315901,OPP-202789,Call,2024-09-11,Completed,Rep 33
TASK-315902,OPP-248902,Follow-up,2023-05-11,Completed,Rep 8
TASK-315903,OPP-209346,Follow-up,2024-06-21,Completed,Rep 34
TASK-315904,OPP-228511,Email,2023-12-13,Completed,Rep 24
TASK-315905,OPP-200109,Call,2024-10-02,Completed,Rep 13
TASK-315906,OPP-235947,Call,2023-01-20,Completed,Rep 30
TASK-315907,OPP-242068,Follow-up,2023-05-27,Completed,Rep 3
TASK-315908,OPP-235937,Call,2024-09-04,Blocked,Rep 10
TASK-315909,OPP-212137,Proposal Sent,2024-10-06,Completed,Rep 4
TASK-315910,OPP-230641,Call,2023-03-24,Completed,Rep 11
TASK-315911,OPP-234216,Contract Review,2025-06-30,Completed,Rep 37
TASK-315912,OPP-224065,Proposal Sent,2024-07-07,Completed,Rep 14
TASK-315913,OPP-216342,Call,2024-07-13,Completed,Rep 29
TASK-315914,OPP-249373,Email,2024-10-03,Completed,Rep 6
TASK-315915,OPP-212109,Contract Review,2024-02-23,Completed,Rep 34
TASK-315916,OPP-241095,Call,2023-11-29,Completed,Rep 4
TASK-315917,OPP-211397,Call,2024-06-19,Completed,Rep 13
TASK-315918,OPP-233126,Contract Review,2024-05-09,Open,Rep 30
TASK-315919,OPP-204498,Proposal Sent,2024-04-26,Open,Rep 23
TASK-315920,OPP-246019,Email,2024-05-29,Completed,Rep 7
TASK-315921,OPP-222172,Email,2023-05-31,Completed,Rep 31
TASK-315922,OPP-210223,Demo,2023-10-11,Completed,Rep 33
TASK-315923,OPP-209887,Email,2024-04-10,Completed,Rep 20
TASK-315924,OPP-224412,Call,2025-06-18,Completed,Rep 13
TASK-315925,OPP-225554,Proposal Sent,2025-02-19,Completed,Rep 14
TASK-315926,OPP-235206,Call,2023-09-28,Completed,Rep 32
TASK-315927,OPP-240524,Contract Review,2025-05-23,Completed,Rep 23
TASK-315928,OPP-244861,Contract Review,2024-12-21,Completed,Rep 18
TASK-315929,OPP-240028,Email,2024-03-06,Completed,Rep 36
TASK-315930,OPP-214808,Follow-up,2024-11-13,Completed,Rep 32
TASK-315931,OPP-201605,Proposal Sent,2023-11-20,Completed,Rep 14
TASK-315932,OPP-220730,Call,2024-04-17,Open,Rep 41
TASK-315933,OPP-203696,Follow-up,2025-01-11,Completed,Rep 26
TASK-315934,OPP-236434,Call,2023-12-05,Open,Rep 1
TASK-315935,OPP-240957,Email,2024-10-23,Completed,Rep 29
TASK-315936,OPP-230684,Follow-up,2024-12-26,Completed,Rep 29
TASK-315937,OPP-237271,Email,2024-07-20,Completed,Rep 9
TASK-315938,OPP-208218,Call,2024-04-26,Completed,Rep 38
TASK-315939,OPP-212433,Call,2023-05-31,Completed,Rep 34
TASK-315940,OPP-239131,Demo,2023-12-22,Completed,Rep 13
TASK-315941,OPP-231796,Demo,2025-01-13,Open,Rep 28
TASK-315942,OPP-221870,Call,2025-02-04,Completed,Rep 7
TASK-315943,OPP-229287,Follow-up,2023-06-03,Completed,Rep 14
TASK-315944,OPP-219092,Demo,2023-03-16,Completed,Rep 25
TASK-315945,OPP-228721,Follow-up,2025-06-09,Completed,Rep 23
TASK-315946,OPP-211415,Call,2023-06-17,Completed,Rep 33
TASK-315947,OPP-249713,Demo,2023-08-20,Open,Rep 27
TASK-315948,OPP-201106,Call,2024-05-03,Open,Rep 42
TASK-315949,OPP-202806,Demo,2024-06-02,Open,Rep 6
TASK-315950,OPP-232871,Contract Review,2024-10-01,Completed,Rep 18
TASK-315951,OPP-201787,Follow-up,2025-04-27,Completed,Rep 34
TASK-315952,OPP-239258,Call,2024-08-14,Completed,Rep 21
TASK-315953,OPP-218584,Call,2024-02-09,Open,Rep 27
TASK-315954,OPP-249904,Proposal Sent,2023-05-26,Open,Rep 23
TASK-315955,OPP-223036,Email,2024-08-05,Completed,Rep 8
TASK-315956,OPP-211891,Email,2024-05-26,Completed,Rep 25
TASK-315957,OPP-238119,Proposal Sent,2024-11-01,Open,Rep 41
TASK-315958,OPP-233433,Email,2024-02-29,Completed,Rep 18
TASK-315959,OPP-229015,Email,2024-04-09,Completed,Rep 5
TASK-315960,OPP-226529,Follow-up,2025-02-21,Open,Rep 25
TASK-315961,OPP-242024,Email,2023-03-11,Open,Rep 10
TASK-315962,OPP-246237,Email,2023-09-08,Completed,Rep 41
TASK-315963,OPP-233544,Call,2024-08-07,Completed,Rep 37
TASK-315964,OPP-216875,Email,2025-01-03,Completed,Rep 39
TASK-315965,OPP-225571,Email,2023-05-05,Completed,Rep 24
TASK-315966,OPP-232017,Email,2023-04-11,Open,Rep 31
TASK-315967,OPP-246432,Email,2025-05-25,Open,Rep 29
TASK-315968,OPP-249574,Demo,2024-08-12,Completed,Rep 40
TASK-315969,OPP-237979,Email,2025-03-25,Open,Rep 30
TASK-315970,OPP-221347,Email,2024-07-31,Completed,Rep 27
TASK-315971,OPP-233272,Follow-up,2024-04-29,Completed,Rep 3
TASK-315972,OPP-226631,Call,2023-03-21,Completed,Rep 15
TASK-315973,OPP-230273,Email,2025-06-27,Completed,Rep 4
TASK-315974,OPP-224093,Call,2023-07-24,Completed,Rep 13
TASK-315975,OPP-228227,Call,2025-01-13,Completed,Rep 29
TASK-315976,OPP-228533,Demo,2024-07-11,Completed,Rep 8
TASK-315977,OPP-249504,Demo,2025-02-22,Completed,Rep 8
TASK-315978,OPP-230716,Follow-up,2023-04-14,Open,Rep 24
TASK-315979,OPP-200351,Call,2024-01-15,Completed,Rep 28
TASK-315980,OPP-213197,Call,2024-07-16,Completed,Rep 31
TASK-315981,OPP-201811,Email,2024-07-02,Completed,Rep 9
TASK-315982,OPP-225988,Demo,2023-11-15,Open,Rep 16
TASK-315983,OPP-212940,Follow-up,2025-03-06,Completed,Rep 37
TASK-315984,OPP-237784,Call,2024-06-15,Completed,Rep 17
TASK-315985,OPP-200503,Call,2023-08-14,Completed,Rep 16
TASK-315986,OPP-241061,Proposal Sent,2024-01-03,Completed,Rep 28
TASK-315987,OPP-243148,Follow-up,2024-03-22,Open,Rep 9
TASK-315988,OPP-207582,Demo,2024-02-27,Completed,Rep 5
TASK-315989,OPP-207212,Email,2024-10-12,Completed,Rep 27
TASK-315990,OPP-249357,Call,2025-02-02,Completed,Rep 3
TASK-315991,OPP-235589,Demo,2024-12-19,Completed,Rep 22
TASK-315992,OPP-234818,Proposal Sent,2023-10-23,Completed,Rep 23
TASK-315993,OPP-222226,Follow-up,2025-05-21,Completed,Rep 19
TASK-315994,OPP-233159,Email,2023-11-28,Completed,Rep 28
TASK-315995,OPP-220756,Email,2023-02-06,Completed,Rep 35
TASK-315996,OPP-220878,Follow-up,2024-08-28,Completed,Rep 34
TASK-315997,OPP-212440,Email,2023-06-02,Completed,Rep 39
TASK-315998,OPP-209999,Follow-up,2024-10-02,Completed,Rep 12
TASK-315999,OPP-218708,Follow-up,2024-01-19,Completed,Rep 11
TASK-316000,OPP-205795,Email,2025-01-04,Completed,Rep 34
TASK-316001,OPP-236876,Demo,2025-06-05,Completed,Rep 42
TASK-316002,OPP-212262,Call,2024-01-16,Completed,Rep 16
TASK-316003,OPP-206453,Email,2023-05-21,Completed,Rep 8
TASK-316004,OPP-203246,Call,2023-06-24,Completed,Rep 17
TASK-316005,OPP-215574,Email,2023-05-12,Completed,Rep 22
TASK-316006,OPP-209167,Follow-up,2023-05-30,Completed,Rep 38
TASK-316007,OPP-212692,Email,2025-02-24,Completed,Rep 8
TASK-316008,OPP-208721,Demo,2025-03-03,Completed,Rep 32
TASK-316009,OPP-201745,Email,2025-02-27,Open,Rep 31
TASK-316010,OPP-209681,Demo,2023-09-15,Completed,Rep 17
TASK-316011,OPP-213203,Follow-up,2023-09-21,Completed,Rep 10
TASK-316012,OPP-212290,Follow-up,2023-01-29,Completed,Rep 6
TASK-316013,OPP-245818,Call,2024-09-06,Open,Rep 30
TASK-316014,OPP-212678,Follow-up,2023-11-07,Completed,Rep 21
TASK-316015,OPP-223450,Call,2025-06-11,Completed,Rep 11
TASK-316016,OPP-216492,Email,2024-05-19,Open,Rep 37
TASK-316017,OPP-202345,Follow-up,2023-10-06,Completed,Rep 36
TASK-316018,OPP-245825,Email,2024-03-19,Completed,Rep 42
TASK-316019,OPP-210494,Call,2024-02-15,Open,Rep 8
TASK-316020,OPP-224780,Email,2023-11-18,Completed,Rep 3
TASK-316021,OPP-239010,Email,2023-04-03,Completed,Rep 21
TASK-316022,OPP-223569,Email,2023-03-06,Completed,Rep 32
TASK-316023,OPP-249302,Contract Review,2023-09-16,Completed,Rep 26
TASK-316024,OPP-245520,Demo,2023-11-01,Completed,Rep 36
TASK-316025,OPP-213552,Email,2023-11-30,Open,Rep 38
TASK-316026,OPP-230370,Email,2025-05-23,Completed,Rep 35
TASK-316027,OPP-223719,Follow-up,2025-07-25,Completed,Rep 13
TASK-316028,OPP-241315,Email,2024-05-20,Completed,Rep 21
TASK-316029,OPP-219243,Email,2025-06-28,Completed,Rep 30
TASK-316030,OPP-204639,Email,2023-07-30,Completed,Rep 7
TASK-316031,OPP-228091,Call,2024-06-23,Completed,Rep 39
TASK-316032,OPP-248285,Call,2024-09-05,Completed,Rep 22
TASK-316033,OPP-244692,Demo,2024-12-16,Open,Rep 23
TASK-316034,OPP-226033,Call,2024-08-26,Blocked,Rep 6
TASK-316035,OPP-243066,Follow-up,2025-02-10,Completed,Rep 12
TASK-316036,OPP-200633,Follow-up,2023-04-25,Completed,Rep 5
TASK-316037,OPP-201302,Demo,2023-03-12,Completed,Rep 38
TASK-316038,OPP-241708,Call,2025-02-16,Completed,Rep 36
TASK-316039,OPP-221756,Call,2025-06-16,Completed,Rep 40
TASK-316040,OPP-235778,Call,2024-11-02,Completed,Rep 4
TASK-316041,OPP-224344,Call,2023-07-24,Completed,Rep 24
TASK-316042,OPP-248692,Call,2024-03-15,Completed,Rep 41
TASK-316043,OPP-246604,Email,2024-06-07,Open,Rep 19
TASK-316044,OPP-214114,Email,2024-02-13,Completed,Rep 32
TASK-316045,OPP-211258,Email,2024-02-26,Completed,Rep 6
TASK-316046,OPP-206123,Proposal Sent,2023-01-25,Completed,Rep 31
TASK-316047,OPP-223082,Proposal Sent,2024-08-30,Completed,Rep 21
TASK-316048,OPP-209668,Proposal Sent,2024-05-21,Completed,Rep 9
TASK-316049,OPP-221495,Follow-up,2025-02-12,Completed,Rep 30
TASK-316050,OPP-232305,Email,2023-06-30,Completed,Rep 35
TASK-316051,OPP-237593,Email,2023-05-29,Completed,Rep 36
TASK-316052,OPP-232001,Call,2023-10-03,Completed,Rep 9
TASK-316053,OPP-246405,Demo,2025-06-19,Completed,Rep 9
TASK-316054,OPP-230248,Demo,2023-04-07,Completed,Rep 22
TASK-316055,OPP-226498,Follow-up,2024-12-15,Completed,Rep 22
TASK-316056,OPP-208327,Demo,2023-04-10,Completed,Rep 7
TASK-316057,OPP-203427,Email,2024-05-21,Completed,Rep 29
TASK-316058,OPP-233828,Email,2024-07-03,Open,Rep 39
TASK-316059,OPP-208100,Demo,2024-12-10,Completed,Rep 34
TASK-316060,OPP-209425,Demo,2024-07-03,Open,Rep 3
TASK-316061,OPP-237076,Email,2024-04-13,Completed,Rep 32
TASK-316062,OPP-211809,Call,2023-06-15,Completed,Rep 15
TASK-316063,OPP-221928,Demo,2023-10-15,Completed,Rep 14
TASK-316064,OPP-240347,Call,2024-08-27,Completed,Rep 32
TASK-316065,OPP-205682,Email,2023-01-21,Completed,Rep 24
TASK-316066,OPP-217290,Contract Review,2025-06-22,Completed,Rep 12
TASK-316067,OPP-241356,Proposal Sent,2024-10-27,Completed,Rep 23
TASK-316068,OPP-219691,Proposal Sent,2023-03-16,Completed,Rep 10
TASK-316069,OPP-211420,Call,2023-10-09,Completed,Rep 12
TASK-316070,OPP-244575,Demo,2025-06-21,Completed,Rep 19
TASK-316071,OPP-229924,Email,2025-06-01,Blocked,Rep 26
TASK-316072,OPP-230396,Follow-up,2024-01-11,Completed,Rep 35
TASK-316073,OPP-238910,Call,2025-02-21,Open,Rep 19
TASK-316074,OPP-233008,Email,2025-03-07,Completed,Rep 9
TASK-316075,OPP-225202,Follow-up,2023-11-19,Completed,Rep 4
TASK-316076,OPP-215701,Proposal Sent,2024-07-15,Open,Rep 37
TASK-316077,OPP-200459,Email,2024-10-26,Open,Rep 34
TASK-316078,OPP-244034,Demo,2023-03-08,Completed,Rep 31
TASK-316079,OPP-212134,Email,2024-01-08,Completed,Rep 25
TASK-316080,OPP-209057,Call,2024-03-11,Completed,Rep 26
TASK-316081,OPP-237667,Email,2024-04-06,Completed,Rep 18
TASK-316082,OPP-204976,Follow-up,2024-06-15,Open,Rep 28
TASK-316083,OPP-229036,Call,2024-03-26,Completed,Rep 1
TASK-316084,OPP-200251,Demo,2024-06-09,Completed,Rep 1
TASK-316085,OPP-236177,Call,2024-07-29,Open,Rep 41
TASK-316086,OPP-247777,Demo,2023-06-29,Open,Rep 1
TASK-316087,OPP-237521,Follow-up,2025-06-26,Open,Rep 13
TASK-316088,OPP-240746,Demo,2023-03-19,Completed,Rep 26
TASK-316089,OPP-218052,Email,2023-10-30,Completed,Rep 6
TASK-316090,OPP-230210,Call,2025-07-24,Completed,Rep 26
TASK-316091,OPP-225637,Email,2024-09-08,Completed,Rep 19
TASK-316092,OPP-236997,Email,2024-01-16,Completed,Rep 38
TASK-316093,OPP-209530,Email,2024-06-08,Completed,Rep 19
TASK-316094,OPP-226229,Call,2025-02-12,Completed,Rep 40
TASK-316095,OPP-236144,Demo,2024-03-14,Open,Rep 23
TASK-316096,OPP-207759,Proposal Sent,2023-11-12,Open,Rep 26
TASK-316097,OPP-247744,Email,2025-02-04,Completed,Rep 31
TASK-316098,OPP-200625,Follow-up,2023-08-24,Open,Rep 42
TASK-316099,OPP-203401,Follow-up,2023-07-11,Completed,Rep 17
TASK-316100,OPP-247676,Email,2025-01-23,Completed,Rep 16
TASK-316101,OPP-246319,Demo,2024-02-24,Completed,Rep 20
TASK-316102,OPP-240453,Follow-up,2023-06-06,Open,Rep 31
TASK-316103,OPP-247580,Contract Review,2024-12-13,Completed,Rep 13
TASK-316104,OPP-244483,Email,2025-06-09,Completed,Rep 37
TASK-316105,OPP-224271,Email,2023-04-11,Completed,Rep 25
TASK-316106,OPP-222096,Email,2024-02-14,Blocked,Rep 32
TASK-316107,OPP-230884,Call,2024-10-31,Completed,Rep 25
TASK-316108,OPP-206345,Email,2023-07-14,Completed,Rep 29
TASK-316109,OPP-232609,Demo,2024-09-25,Blocked,Rep 13
TASK-316110,OPP-233658,Call,2023-03-09,Completed,Rep 27
TASK-316111,OPP-215271,Email,2023-07-17,Completed,Rep 9
TASK-316112,OPP-248255,Email,2024-11-23,Blocked,Rep 36
TASK-316113,OPP-242508,Proposal Sent,2024-06-30,Completed,Rep 25
TASK-316114,OPP-229618,Call,2023-10-30,Open,Rep 37
TASK-316115,OPP-202729,Call,2024-04-24,Open,Rep 19
TASK-316116,OPP-235235,Email,2023-12-02,Completed,Rep 29
TASK-316117,OPP-216708,Email,2024-12-24,Completed,Rep 41
TASK-316118,OPP-218424,Email,2024-09-04,Completed,Rep 1
TASK-316119,OPP-213993,Email,2025-03-05,Completed,Rep 31
TASK-316120,OPP-231158,Demo,2024-12-27,Completed,Rep 8
TASK-316121,OPP-203604,Follow-up,2024-04-29,Open,Rep 16
TASK-316122,OPP-247794,Contract Review,2025-02-16,Completed,Rep 32
TASK-316123,OPP-227088,Follow-up,2024-02-29,Completed,Rep 33
TASK-316124,OPP-207412,Email,2023-03-02,Completed,Rep 10
TASK-316125,OPP-237804,Follow-up,2025-05-21,Completed,Rep 23
TASK-316126,OPP-239303,Email,2023-09-13,Completed,Rep 27
TASK-316127,OPP-239606,Email,2023-04-26,Completed,Rep 35
TASK-316128,OPP-239294,Email,2023-11-03,Completed,Rep 27
TASK-316129,OPP-237781,Demo,2025-05-17,Completed,Rep 24
TASK-316130,OPP-238501,Email,2024-08-31,Completed,Rep 3
TASK-316131,OPP-235366,Proposal Sent,2023-05-11,Completed,Rep 11
TASK-316132,OPP-246929,Email,2024-09-13,Completed,Rep 12
TASK-316133,OPP-206515,Follow-up,2025-03-21,Completed,Rep 32
TASK-316134,OPP-211011,Email,2023-07-16,Completed,Rep 18
TASK-316135,OPP-215436,Call,2025-05-25,Completed,Rep 21
TASK-316136,OPP-210671,Follow-up,2023-08-31,Open,Rep 16
TASK-316137,OPP-221664,Demo,2023-07-03,Open,Rep 29
TASK-316138,OPP-234237,Email,2024-10-07,Completed,Rep 19
TASK-316139,OPP-246682,Call,2024-08-17,Open,Rep 26
TASK-316140,OPP-215566,Follow-up,2025-06-11,Completed,Rep 13
TASK-316141,OPP-246693,Email,2023-08-08,Open,Rep 18
TASK-316142,OPP-213163,Call,2024-06-04,Completed,Rep 6
TASK-316143,OPP-221660,Follow-up,2024-08-10,Completed,Rep 26
TASK-316144,OPP-243860,Email,2025-04-11,Completed,Rep 34
TASK-316145,OPP-200911,Call,2025-02-20,Open,Rep 29
TASK-316146,OPP-239499,Call,2024-12-23,Completed,Rep 31
TASK-316147,OPP-233784,Contract Review,2023-12-19,Open,Rep 31
TASK-316148,OPP-241976,Follow-up,2023-12-16,Completed,Rep 36
TASK-316149,OPP-209515,Call,2024-12-03,Completed,Rep 34
TASK-316150,OPP-249065,Email,2025-03-16,Blocked,Rep 18
TASK-316151,OPP-232200,Call,2024-04-12,Completed,Rep 29
TASK-316152,OPP-220821,Email,2023-08-27,Completed,Rep 39
TASK-316153,OPP-201381,Call,2024-05-09,Completed,Rep 6
TASK-316154,OPP-222481,Email,2023-05-31,Open,Rep 16
TASK-316155,OPP-210988,Contract Review,2023-08-10,Completed,Rep 4
TASK-316156,OPP-248555,Call,2023-03-03,Open,Rep 29
TASK-316157,OPP-243519,Follow-up,2025-06-21,Completed,Rep 6
TASK-316158,OPP-215541,Email,2023-10-09,Completed,Rep 23
TASK-316159,OPP-231571,Contract Review,2023-03-29,Completed,Rep 15
TASK-316160,OPP-236824,Follow-up,2024-11-27,Open,Rep 24
TASK-316161,OPP-221006,Call,2023-12-14,Open,Rep 40
TASK-316162,OPP-225285,Email,2024-06-30,Completed,Rep 41
TASK-316163,OPP-240200,Email,2025-04-14,Open,Rep 16
TASK-316164,OPP-239908,Email,2024-03-02,Completed,Rep 9
TASK-316165,OPP-233012,Call,2024-04-13,Open,Rep 25
TASK-316166,OPP-233504,Contract Review,2024-11-29,Blocked,Rep 26
TASK-316167,OPP-214997,Follow-up,2025-02-15,Open,Rep 33
TASK-316168,OPP-209085,Email,2023-09-28,Completed,Rep 28
TASK-316169,OPP-239800,Call,2024-05-21,Completed,Rep 17
TASK-316170,OPP-227295,Proposal Sent,2024-09-03,Open,Rep 33
TASK-316171,OPP-209610,Demo,2025-04-07,Completed,Rep 38
TASK-316172,OPP-242737,Proposal Sent,2024-09-21,Completed,Rep 12
TASK-316173,OPP-242768,Follow-up,2025-03-18,Completed,Rep 8
TASK-316174,OPP-215338,Demo,2025-05-19,Completed,Rep 41
